transaction_id,transaction_date,customer_id,product_id,product_name,category,quantity,unit_price,discount_pct
TX-0565,2026-07-09,CUS-142,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0566,2026-08-26,CUS-071,desk-lamp,Desk Lamp,Home Office,1,44.99,0.1
TX-0567,2026-07-01,CUS-111,usb-c-hub,USB-C Hub,Accessories,4,39.99,0
TX-0568,2026-07-07,CUS-039,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0569,2026-04-28,CUS-091,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.1
TX-0570,2026-05-29,CUS-104,smart-watch,Smart Watch,Wearables,2,149.99,0
TX-0571,2026-04-21,CUS-077,desk-lamp,Desk Lamp,Home Office,1,44.99,0.15
TX-0572,2026-08-09,CUS-009,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0
TX-0573,2026-07-14,CUS-122,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.05
TX-0574,2026-04-07,CUS-022,wireless-headphones,Wireless Headphones,Audio,2,89.99,0.15
TX-0575,2026-09-11,CUS-085,desk-lamp,Desk Lamp,Home Office,2,44.99,0.15
TX-0576,2026-07-08,CUS-011,usb-c-hub,USB-C Hub,Accessories,4,39.99,0
TX-0577,2026-07-18,CUS-122,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.15
TX-0578,2026-08-17,CUS-072,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0579,2026-04-09,CUS-081,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0580,2026-03-31,CUS-102,wireless-headphones,Wireless Headphones,Audio,3,89.99,0.1
TX-0581,2026-04-25,CUS-146,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.1
TX-0582,2026-05-18,CUS-099,desk-lamp,Desk Lamp,Home Office,2,44.99,0.1
TX-0583,2026-08-27,CUS-021,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.15
TX-0584,2026-03-08,CUS-026,usb-c-hub,USB-C Hub,Accessories,2,39.99,0
TX-0585,2026-05-21,CUS-102,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0586,2026-09-11,CUS-116,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0587,2026-05-30,CUS-111,desk-lamp,Desk Lamp,Home Office,1,44.99,0.1
TX-0588,2026-05-31,CUS-022,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0.15
TX-0589,2026-08-24,CUS-019,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0590,2026-08-24,CUS-040,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.05
TX-0591,2026-03-22,CUS-024,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0592,2026-05-26,CUS-070,wireless-headphones,Wireless Headphones,Audio,3,89.99,0.05
TX-0593,2026-06-13,CUS-115,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0594,2026-03-21,CUS-007,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.05
TX-0595,2026-07-25,CUS-084,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0596,2026-06-02,CUS-022,desk-lamp,Desk Lamp,Home Office,1,44.99,0.05
TX-0597,2026-07-19,CUS-134,everyday-hoodie,Everyday Hoodie,Apparel,3,54.99,0
TX-0598,2026-03-30,CUS-069,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0
TX-0599,2026-03-11,CUS-043,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0600,2026-06-26,CUS-020,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0601,2026-08-26,CUS-127,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0602,2026-03-22,CUS-035,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.05
TX-0603,2026-05-19,CUS-098,smart-watch,Smart Watch,Wearables,1,149.99,0.05
TX-0604,2026-09-19,CUS-035,smart-watch,Smart Watch,Wearables,1,149.99,0.05
TX-0605,2026-04-15,CUS-123,smart-watch,Smart Watch,Wearables,1,149.99,0.15
TX-0606,2026-05-15,CUS-075,smart-watch,Smart Watch,Wearables,1,149.99,0.05
TX-0607,2026-07-20,CUS-063,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0.05
TX-0608,2026-05-27,CUS-030,smart-watch,Smart Watch,Wearables,1,149.99,0.05
TX-0609,2026-04-10,CUS-141,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.1
TX-0610,2026-08-23,CUS-054,wireless-headphones,Wireless Headphones,Audio,3,89.99,0.05
TX-0611,2026-03-12,CUS-105,desk-lamp,Desk Lamp,Home Office,2,44.99,0.15
TX-0612,2026-05-11,CUS-062,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.15
TX-0613,2026-06-11,CUS-097,smart-watch,Smart Watch,Wearables,2,149.99,0.15
TX-0614,2026-06-25,CUS-150,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.1
TX-0615,2026-06-10,CUS-140,desk-lamp,Desk Lamp,Home Office,1,44.99,0.15
TX-0616,2026-08-21,CUS-138,wireless-headphones,Wireless Headphones,Audio,2,89.99,0
TX-0617,2026-03-22,CUS-064,usb-c-hub,USB-C Hub,Accessories,2,39.99,0
TX-0618,2026-08-07,CUS-012,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0
TX-0619,2026-08-07,CUS-103,usb-c-hub,USB-C Hub,Accessories,9,39.99,0
TX-0620,2026-03-22,CUS-003,smart-watch,Smart Watch,Wearables,3,149.99,0.05
TX-0621,2026-09-02,CUS-133,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.1
TX-0622,2026-04-20,CUS-115,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.1
TX-0623,2026-07-23,CUS-129,smart-watch,Smart Watch,Wearables,1,149.99,0.15
TX-0624,2026-06-26,CUS-027,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0625,2026-03-24,CUS-037,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0626,2026-09-11,CUS-053,smart-watch,Smart Watch,Wearables,1,149.99,0.05
TX-0627,2026-03-19,CUS-113,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.05
TX-0628,2026-03-12,CUS-077,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0
TX-0629,2026-02-28,CUS-088,wireless-headphones,Wireless Headphones,Audio,2,89.99,0
TX-0630,2026-08-31,CUS-063,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0631,2026-05-18,CUS-144,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0632,2026-09-15,CUS-104,desk-lamp,Desk Lamp,Home Office,3,44.99,0
TX-0633,2026-08-10,CUS-111,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.15
TX-0634,2026-04-14,CUS-116,desk-lamp,Desk Lamp,Home Office,1,44.99,0.1
TX-0635,2026-08-22,CUS-055,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0636,2026-09-18,CUS-017,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.15
TX-0637,2026-04-11,CUS-094,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.1
TX-0638,2026-05-01,CUS-126,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0639,2026-07-25,CUS-100,usb-c-hub,USB-C Hub,Accessories,3,39.99,0
TX-0640,2026-05-23,CUS-091,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0641,2026-08-22,CUS-077,desk-lamp,Desk Lamp,Home Office,1,44.99,0.15
TX-0642,2026-03-29,CUS-081,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.15
TX-0643,2026-04-10,CUS-096,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0644,2026-06-10,CUS-036,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.05
TX-0645,2026-06-27,CUS-138,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0646,2026-07-15,CUS-043,everyday-hoodie,Everyday Hoodie,Apparel,3,54.99,0
TX-0647,2026-05-14,CUS-116,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0648,2026-02-25,CUS-125,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0649,2026-07-16,CUS-130,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.05
TX-0650,2026-06-28,CUS-107,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.15
TX-0651,2026-04-06,CUS-022,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0.05
TX-0652,2026-05-08,CUS-009,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0653,2026-04-07,CUS-118,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0654,2026-07-13,CUS-131,usb-c-hub,USB-C Hub,Accessories,2,39.99,0.05
TX-0655,2026-09-09,CUS-140,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0656,2026-09-05,CUS-113,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0657,2026-03-21,CUS-064,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.05
TX-0658,2026-06-18,CUS-068,smart-watch,Smart Watch,Wearables,3,149.99,0
TX-0659,2026-06-15,CUS-031,smart-watch,Smart Watch,Wearables,2,149.99,0
TX-0660,2026-07-23,CUS-090,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.15
TX-0661,2026-04-06,CUS-036,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.05
TX-0662,2026-07-18,CUS-090,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0
TX-0663,2026-04-07,CUS-083,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.1
TX-0664,2026-05-02,CUS-132,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.1
TX-0665,2026-09-03,CUS-106,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0
TX-0666,2026-03-27,CUS-034,wireless-headphones,Wireless Headphones,Audio,4,89.99,0.15
TX-0667,2026-04-27,CUS-101,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0668,2026-05-02,CUS-107,desk-lamp,Desk Lamp,Home Office,1,44.99,0.15
TX-0669,2026-09-14,CUS-024,desk-lamp,Desk Lamp,Home Office,1,44.99,0.15
TX-0670,2026-08-19,CUS-095,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0671,2026-07-21,CUS-001,desk-lamp,Desk Lamp,Home Office,3,44.99,0
TX-0672,2026-08-04,CUS-092,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.05
TX-0673,2026-04-19,CUS-110,wireless-headphones,Wireless Headphones,Audio,2,89.99,0.05
TX-0674,2026-05-06,CUS-087,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0675,2026-06-27,CUS-088,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.1
TX-0676,2026-03-20,CUS-118,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0
TX-0677,2026-06-15,CUS-117,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0678,2026-04-15,CUS-034,wireless-headphones,Wireless Headphones,Audio,4,89.99,0.05
TX-0679,2026-03-18,CUS-093,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0680,2026-08-08,CUS-043,smart-watch,Smart Watch,Wearables,1,149.99,0.15
TX-0681,2026-08-27,CUS-060,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0682,2026-03-19,CUS-001,desk-lamp,Desk Lamp,Home Office,2,44.99,0.15
TX-0683,2026-07-24,CUS-058,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0684,2026-02-25,CUS-088,usb-c-hub,USB-C Hub,Accessories,2,39.99,0
TX-0685,2026-08-19,CUS-034,wireless-headphones,Wireless Headphones,Audio,4,89.99,0.05
TX-0686,2026-03-17,CUS-027,desk-lamp,Desk Lamp,Home Office,1,44.99,0.05
TX-0687,2026-03-30,CUS-098,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0688,2026-03-31,CUS-018,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0.15
TX-0689,2026-08-08,CUS-043,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.1
TX-0690,2026-08-02,CUS-039,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0691,2026-04-19,CUS-023,desk-lamp,Desk Lamp,Home Office,1,44.99,0.05
TX-0692,2026-07-23,CUS-099,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0693,2026-09-13,CUS-036,smart-watch,Smart Watch,Wearables,3,149.99,0
TX-0694,2026-04-27,CUS-142,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0695,2026-05-06,CUS-007,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.1
TX-0696,2026-07-05,CUS-131,everyday-hoodie,Everyday Hoodie,Apparel,3,54.99,0
TX-0697,2026-08-07,CUS-014,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0
TX-0698,2026-04-25,CUS-128,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0699,2026-02-26,CUS-093,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.1
TX-0700,2026-06-10,CUS-094,smart-watch,Smart Watch,Wearables,1,149.99,0.1
TX-0701,2026-09-08,CUS-019,usb-c-hub,USB-C Hub,Accessories,2,39.99,0.05
TX-0702,2026-05-01,CUS-056,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0703,2026-07-02,CUS-074,wireless-headphones,Wireless Headphones,Audio,3,89.99,0.05
TX-0704,2026-06-11,CUS-103,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0.05
TX-0705,2026-07-30,CUS-040,wireless-headphones,Wireless Headphones,Audio,2,89.99,0.1
TX-0706,2026-07-03,CUS-053,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0707,2026-07-23,CUS-017,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.05
TX-0708,2026-04-25,CUS-015,smart-watch,Smart Watch,Wearables,2,149.99,0.15
TX-0709,2026-03-24,CUS-117,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.05
TX-0710,2026-08-12,CUS-045,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0711,2026-08-21,CUS-003,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0712,2026-07-06,CUS-133,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0713,2026-03-27,CUS-069,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0714,2026-05-19,CUS-110,everyday-hoodie,Everyday Hoodie,Apparel,3,54.99,0
TX-0715,2026-08-24,CUS-148,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0716,2026-07-03,CUS-093,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.05
TX-0717,2026-04-06,CUS-095,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.1
TX-0718,2026-07-19,CUS-030,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0719,2026-03-06,CUS-004,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0
TX-0720,2026-06-01,CUS-039,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
